english|french
pebble|Pebble
pee hat|Pee Hat
peer|Peer
peer the seer|Peer le devin
peeve|Peeve
peksa|Peksa
pelican|Pélican
pellem|Pellem
penance fighter|Combattant pénitent
penance healer|Guérisseur pénitent
penance queen|Reine pénitente
penance ranger|Ranger pénitent
penance runner|Coureur pénitent
penda|Penda
penguin|Pingouin
penguin display|Pingouin d'exposition
pennant|Fanion
pentyn|Pentyn
penwie|Penwie
perdie|Perdie
perdu|Perdu
perfect gold ore|Minerai d'or parfait
perrdur|Perrdur
perry|Perry
persten the deceitful|Persten le Fourbe
pescaling pax|Pescaling Pax
pestilent bloat|Pestilent Bloat
pet chaos elemental|Animal de compagnie élémentaire du chaos
pet dagannoth prime|Animal de compagnie dagannoth prime
pet dagannoth rex|Animal de compagnie dagannoth rex
pet dagannoth supreme|Animal de compagnie dagannoth supreme
pet dark core|Animal de compagnie dark core
pet general graardor|Animal de compagnie général graardor
pet k'ril tsutsaroth|Animal de compagnie k'ril tsutsaroth
pet kraken|Animal de compagnie kraken
pet kree'arra|Animal de compagnie kree'arra
pet penance queen|Animal de compagnie penance queen
pet rock|Animal de compagnie rock
pet smoke devil|Animal de compagnie smoke devil
pet snakeling|Pet snakeling
pet zilyana|Pet zilyana
peter|Peter
petra fiyed|Petra Fiyed
petrified pete|Petrified Pete
petrus|Petrus
phabelle bile|Phabelle Bile
phantom|Phantom
phantom hand|Main fantôme
phantom muspah|Muspah fantôme
phantuwti fanstuwi farsight|Phantuwti Fanstuwi Farsight
pharaoh kemesis|Pharaon Kemesis
pheasant|Faisan
phials|Phials
phileas rimor|Phileas Rimor
philipe carnillean|Philipe Carnillean
phillipa|Phillipa
philop|Philop
phingspet|Phingspet
phluxia bat|Chauve-souris Phluxia
phoebe kay|Phoebe Kay
phoenix|Phénix
phosani's nightmare|Cauchemar de Phosani
phrin shade|Phrin Shade
picaria|Picaria
pierre|Pierre
pieve|Pieve
pig|Cochon
piglet|Cochonnet
pile of bones|Tas d'os
piles|Tas
pilg|Pilg
pilgrim|Pèlerin
piliar|Piliar
pillory guard|Garde du pilori
ping|Ping
pious pete|Pious Pete
pipistrelle draynar|Pipistrelle Draynar
pirate|Pirate
pirate captain|Capitaine pirate
pirate guard|Garde pirate
pirate jackie the fruit|Pirate Jackie le Fruit après le journal intime
pirate pete|Pirate Pete normal
pit scorpion|Scorpion des fosses
pizazz hat|Chapeau Pizazz
pkmaster0036|PKMaster0036
plague cow|Vache pestiférée
plague frog|Grenouille pestiférée
plough|Charrue
poacher|Braconnier
poison gas cloud|Nuage de gaz toxique
poison salesman|Vendeur de poison
poison scorpion|Scorpion venimeux
poison spider|Araignée venimeuse
polar eagle|Aigle polaire
polly|Polly
polmafi ferdygris|Polmafi Ferdygris
poltenip|Poltenip
pong|Pong
pontak|Pontak
ponts the bridgemaster|Ponts le maître des ponts
poor looking man|Homme pauvre
poor looking woman|Femme pauvre
porazdir|Porazdir
porcupine|Porc-épic
port master|Maître du port
port official|Fonctionnaire du port
port wizard paulie|Sorcier du port Paulie
port wizard perrie|Sorcier du port Perrie
port wizard peter|Sorcier du port Peter
port wizard petra|Sorcier du port Petra
port worker|Ouvrier portuaire
portal|Portail
portal of death|Portail de la mort
portobello|Portobello
possessed pickaxe|Pioche possédée
possessed priest|Prêtre possédé
postie pete|Postie Pete
pouncer|Pouncer
pox|Pox
prael bat|Prael bat
praistan ebola|Praistan Ebola
prayer tutor|Tuteur de prière
praying mantis|Mante religieuse Levele 1
preacher|Prédicateur
prescott|Prescott
preswylwyr dall|Preswylwyr Dall
prickly kebbit|Kebbit épineux
priest|Prêtre
priestess zul-gwenwynig|Prêtresse Zul-Gwenwynig
primio|Primio
primula|Primula
prince ali|Prince Ali
prince black dragon|Prince dragon noir
prince brand|Prince Brand
prince itzla arkan|Prince Itzla Arkan
princess astrid|Princesse Astrid
prison pete|Prison Pete
prisoner|Prisonnier
prissy scilla|Prissy Scilla
private paldo|Soldat Paldo
private paldon|Soldat Paldon
private pendron|Soldat Pendron
private pierreb|Soldat Pierreb
probita|Probita
professor gracklebone|Professeur Gracklebone
professor imblewyn|Professeur Imblewyn
professor manglethorp|Professeur Manglethorp
professor oddenstein|Professeur Oddenstein
professor onglewip|Professeur Onglewip
prosecutor|Procureur
prospector percy|Prospecteur Percy
protest leader|Chef des manifestants
protester|Manifestant
psykk bat|Batte Psykk
puffer fish|Poisson-globe
puffin|Macareux
pumpkin|Citrouille
pumpy|Pumpy
punching bag|Sac de frappe
purepker895|Purepker895
purple partyhat|Chapeau de fête violet
purple pewter director|Directeur en étain violet
purple pewter secretary|Secrétaire en étain violet
pusskins|Pusskins
pygmy hippo|Hippopotame pygmée
pygmy hippo calf|Bébé hippopotame pygmée
pygmy kraken|Kraken pygmée
pyramid block|Bloc pyramidal
pyre fox|Renard pyre
pyrefiend|Pyrefiend Levele niveau 43
pyrelord|Pyrelord Levele 1
pyromancer|Pyromancien
quartermaster|Quartier-maître
queen ellamaria|Reine Ellamaria
queen sigrid|Reine Sigrid
queen spawn|Apparition de la reine
queen zyanyi arkan|Reine Zyanyi Arkan
quest guide|Guide des quêtes
quetzal|Quetzal
quetzin|Quetzin
quinton|Quinton
quiz master|Maître du quiz
qutiedoll|Qutiedoll
r0ck 5masher|R0ck 5masher
r2t2pnsh0ty|R2t2pnsh0Ty
r4ng3rno0b889|R4ng3rNo0b889
rabbit|Lapin
rabbit chef|Lapin chef
raccoon|Ratons laveurs
rachael|Rachael
rachel|Rachel
racoon buddy|Copain raton laveur
radat|Radat
radiant sanguisphera|Sanguisphéra radieuse
radigad ponfit|Radigad Ponfit
radimus erkle|Radimus Erkle
radu|Radu
raeli|Raeli
raetul|Raetul
ragnar|Ragnar
ragnvald|Ragnvald
rainbow crab|Crabe arc-en-ciel
rakkar|Rakkar
ram|Ram
ramara du croissant|Ramara du Croissant
ramarno|Ramarno
ramocean|Ramocean
ranael|Ranael
ranalph devere|Ranalph Devere
randivor|Randivor
ranged combat tutor|Tuteur de combat à distance
ranger|Ranger
ranging guild doorman|Portier de la guilde des archers
ranging ro|Ranging Ro
ranis drakan|Ranis Drakan
rannveig|Rannveig
rantz|Rantz
ranulph|Ranulph
raqueel|Raqueel
rascally child|Enfant espiègle
rashiliyia|Rashiliyia
rasolo|Rasolo
rassain|Rassain
rat|Rat
rat burgiss|Rat Burgiss
rauborn|Rauborn
raulyn|Raulyn
raum urda-stein|Raum Urda-Stein
ravager|Ravageur
raven|Corbeau
razmire keelgan|Razmire Keelgan
razvan|Razvan
reanimated abyssal|Abyssal réanimé
reanimated aviansie|Aviansie réanimée
reanimated bear|Ours réanimé
reanimated bloodveld|Bloodveld réanimé
reanimated chaos druid|Druide du chaos réanimé
reanimated dagannoth|Dagannoth réanimé
reanimated demon|Démon réanimé
reanimated demon spawn|Démon réanimé spawn
reanimated dog|Chien réanimé
reanimated dragon|Dragon réanimé
reanimated elf|Elfe réanimé
reanimated giant|Géant réanimé
reanimated goblin|Gobelin réanimé
reanimated hellhound|Chien de l'enfer réanimé
reanimated horror|Horreur réanimée
reanimated imp|Imp réanimé
reanimated kalphite|Kalphite réanimé
reanimated minotaur|Minotaure réanimé
reanimated monkey|Singe réanimé
reanimated ogre|Ogre réanimé
reanimated scorpion|Scorpion réanimé
reanimated troll|Troll réanimé
reanimated tzhaar|TzHaar réanimé
reanimated unicorn|Licorne réanimée
rebecca|Rebecca
rebel archer|Archer rebelle Levele 1
rebel scout|Éclaireur rebelle Levele Lletya
rebel warrior|Guerrier rebelle Levele Femme
receptionist|Réceptionniste
recruiter|Recruteur
red axe cat|Chat à la hache rouge Levele Endormi
red axe director|Directeur Red Axe Levele 1 : Conte oubliable...
red axe secretary|Secrétaire Red Axe
red crab|Crabe rouge
red dragon|Dragon rouge
red fireflies|Lucioles rouges
red h'ween mask|Masque rouge d'Halloween
red monkey|Singe rouge
red panda|Panda roux
red partyhat|Chapeau de fête rouge
red salamander|Salamandre rouge
red sheep|Mouton rouge Levele 1 : Teint
red skink|Scincide rouge
redbeard frank|Frank Barbe-Rouge
redeyes|Yeux rouges
reef snake|Serpent de récif
reese|Reese
reeso|Reeso
ref|Référence Levele 18 lb
refugee|Réfugié Levele 1
regath|Regath
regent|Régent
reggle, master coral farmer|Reggle, maître cultivateur de corail
reginald|Reginald
regulus cento|Regulus Cento Levele Misthalin
reinald|Reinald
reindeer hat|Chapeau de renne
reinn|Reinn
reldak|Reldak
reldo|Reldo
relobo blinyo|Relobo Blinyo
remsai|Remsai
remus kaninus|Remus Kaninus
renata|Renata
renegade knight|Chevalier renégat
rennard|Rennard
renu|Renu
repugnant spectre|Spectre répugnant
researcher|Chercheur
reshi|Reshi
resistance fighter|Combattant de la résistance Levele 1
resonance crystal|Cristal de résonance
respiratory system|Système respiratoire
restless ghost|Fantôme agité
restless goat|Chèvre agitée
retired sailor|Marin à la retraite
revenant cyclops|Cyclope revenant
revenant dark beast|Bête noire revenante
revenant demon|Démon revenant
revenant dragon|Dragon revenant
revenant goblin|Gobelin revenant
revenant hellhound|Chien de l'enfer revenant
revenant hobgoblin|Hobgobelin revenant
revenant imp|Diablotin revenant
revenant knight|Chevalier revenant
revenant maledictus|Maledictus revenant
revenant ork|Ork revenant
revenant pyrefiend|Pyrefiend revenant
rewards guardian|Gardien des récompenses
rhazien|Rhazien
rhiannon|Rhiannon
rhoddwr tan|Rhoddwr Tan
rhonen|Rhonen
rhyfel|Rhyfel
ribs|Ribs
richard|Richard
richard flintmaul|Richard Flintmaul
rick|Rick
rick turpentine|Rick Turpentine
rickety door|Porte branlante
rid|Rid
rift guardian|Gardien de la faille
riki the sculptor's model|Riki, le modèle du sculpteur
rimae sirsalis|Rimae Sirsalis
rind the gardener|Rind, le jardinier
rinder|Rinder
rionasta|Rionasta
ritual circle|Cercle rituel
river troll|Troll des rivières
riyl shade|Riyl Shade
riyl shadow|Ombre de Riyl
roachey|Roachey
roavar|Roavar
robert boss|Robert Boss
robert o'reilly|Robert O'Reilly
robert the strong|Robert le Fort
robin|Robin
robyn|Robyn
rock|Rock
rock crab|Rock Crab
rock golem|Golem de roche
rock lobster|Langouste
rocking chair|Fauteuil à bascule
rockslug|Limace des rochers
rocky|Rocky
rocnar|Rocnar
rod fishing spot|Lieu de pêche à la canne
roger|Roger
rogue|Rogue
rogue guard|Rogue Guard
rohak|Rohak
rokuh|Rokuh
rolad|Rolad
rolayne twickit|Rolayne Twickit
romeo|Romeo
rometti|Rometti
romily weaklax|Romily Weaklax
rommik|Rommik
ron gadderanks|Ron Gadderanks
rooster|Coq
root|Root
rory|Rory
ros|Ros
rosie|Rosie
ross|Ross
ross and ben|Ross et Ben
rowdy dwarf|Nain turbulent Levele Conte oubliable...
rowdy guard|Garde turbulent
rowdy slave|Esclave turbulent
roy|Roy
roy jr.|Roy jr.
royal guard|Garde royale Levele Femme
ru merald|Ru Merald
ruantun|Ruantun
rubber chicken|Poulet en caoutchouc
ruby harvest|Récolte de rubis
rufus|Rufus
rug merchant|Marchand de tapis
rum-dashed ralph|Ralph le rum-dashed
runa|Runa
rune dragon|Dragon runique
runite golem|Golem runique
runite minor|Runite mineur
runite ore|Minerai de runite
runolf|Runolf
runvastr|Runvastr
rupert the beard|Rupert la Barbe
ruptura araxyte|Ruptura Araxyte
rusty|Rusty
saba|Saba
sabeil|Sabeil
saboteur|Saboteur
sabre-toothed kebbit|Kebbit à dents de sabre
sabre-toothed kyatt|Kyatt à dents de sabre
sabreen|Sabreen
sacrifice|Sacrifice
sadie|Sadie
sadwrn|Sadwrn
saeros|Saeros
saeth|Saeth
safalaan hallow|Safalaan Hallow
safta doc|Safta Doc
sagira|Sagira
sailing cat|Chat marin
sailor|Marin
sailor jakob|Marin Jakob Levele 1
sakirth|Sakirth Levele Libéré
salarin the twisted|Salarin le tordu
salenab|Salenab
salgant|Salgant
salius|Salius
salvager|Salvager Levele 1
sam|Sam
samir|Samir
sammy servil|Sammy Servil
san fan|San Fan
san tojalon|San Tojalon
sand crab|Crabe des sables
sand snake|Serpent des sables
sand storm|Tempête de sable
sandicrahb|Sandicrahb
sandwich lady|Femme aux sandwichs
sandy|Sandy
sanfew|Sanfew
sani piliu|Sani Piliu
saniboch|Saniboch
santa|Père Noël
santa claus|Père Noël
santa hat|Bonnet de Père Noël
santa's bodyguard|Garde du corps du Père Noël
santa's scribe|Scribe du Père Noël
santa's throne|Trône du Père Noël
santiri|Santiri
sapphire glacialis|Sapphire glacialis
sarachnis|Sarachnis
saradomin priest|Prêtre de Saradomin
saradomin wizard|Sorcier de Saradomin
saradominist recruiter|Recruteur saradoministe
sarah|Sarah
sarble|Sarble
sarius guile|Sarius Guile
saro|Saro
sas member|Membre du SAS
sassilik|Sassilik
saunders|Saunders
savage bird|Oiseau sauvage
savant|Savant
sawmill operator|Opérateur de scierie
sbott|Sbott
scabaras|Scabaras
scarab|Scarab
scarab mage|Mage scarabée
scarab swarm|Essaim de scarabées
scarabs|Scarabées
scared skavid|Skavid effrayé
scarg|Scarg
scarred black demon|Démon noir balafré
scarred greater demon|Grand démon balafré
scarred hellhound|Chien de l'enfer balafré
scarred imp|Diablotin balafré
scarred lesser demon|Démon mineur balafré
scavenger beast|Bête charognarde
scavenger runt|Charognard chétif
scavvo|Scavvo
schoolboy|Écolier
schoolgirl|Écolière
scion|Scion
scorpia|Scorpia
scorpia's guardian|Gardien de Scorpia
scorpia's offspring|Descendant de Scorpia
scorpion|Scorpion
scorpion spirit|Esprit scorpion
scout|Éclaireur
screaming banshee|Banshee hurlante
screaming twisted banshee|Banshee hurlante déformée
scrubfoot|Scrubfoot
scruffy|Scruffy
scurrius|Scurrius
scurry|Scurry
scythe|Faux
sea hawk|Faucon des mers
sea kraken|Kraken des mers
sea monodon|Monodon marin
sea slug|Limace de mer
sea slugs display|Exposition de limaces de mer
sea snake hatchling|Bébé serpent de mer
sea snake young|Jeune serpent de mer
sea troll|Troll marin
sea troll general|Général troll des mers
sea troll queen|Reine troll des mers
seagull|Mouette
seal|Phoque
seaman lorris|Marin Lorris
seaman morris|Marin Morris
seaman thresnor|Marin Thresnor
sebamo|Sebamo
secretary|Secrétaire
security guard|Agent de sécurité
seddu|Seddu
seer|Voyant
seia, teoki of ranul|Seia, Teoki de Ranul
selena|Selena
selene|Selene
selim|Selim
selina kebbit-monkfish|Selina Kebbit-Monkfish
seravel|Seravel
sergeant|Sergent
sergeant damien|Sergent Damien
sergeant grimspike|Sergent Grimspike
sergeant mossfists|Sergent Mossfists
sergeant raymond|Sergent Raymond
sergeant ricardo|Sergent Ricardo
sergeant sambur|Sergent Sambur
sergeant slimetoes|Sergent Slimetoes
sergeant steelwill|Sergent Steelwill
sergeant strongstack|Sergent Strongstack
sergeant tobyn|Sergent Tobyn
sergiu|Sergiu
sergius|Sergius
serpent shaman|Chaman serpent
servant|Serviteur
servery assistant|Aide de cuisine
servius, teokan of ralos|Servius, Teokan de Ralos
seth|Seth
seth groats|Seth Groats
shade|Ombre
shade spirit|Esprit de l'ombre
shadow|Ombre
shadow hound|Chien de l'ombre
shadow keeper|Gardien de l'ombre
shadow rift|Faille de l'ombre
shadow spider|Araignée de l'ombre
shadow totem|Totem de l'ombre
shadow warrior|Guerrier de l'ombre
shadow wyrm|Wyrm de l'ombre
shadowy figure|Silhouette sombre
shady stranger|Étranger louche
shaeded beast|Bête de l'ombre
shamus|Shamus
shanomi|Shanomi
shantay|Shantay
shantay guard|Garde de Shantay
sharathteerk|Sharathteerk
sharimika|Sharimika
shark|Requin
shas|Shas
shayda|Shayda
shayzien infiltrator|Infiltrateur Shayzien
sheep|Mouton
sheepdog|Chien de berger
shellbane gryphon|Gryphon Shellbane
sherlock|Sherlock
sherpa|Sherpa
sheryl|Sheryl
shield master|Maître du bouclier
shifter|Shifter
shifty looking priest|Prêtre à l'air louche
shilop|Shilop
shipwright|Charpentier de marine
shipwright sally|Charpentier de marine Sally
shipwright sam|Charpentier de marine Sam
shipwright sarah|Charpentier de marine Sarah
shipwright sasha|Charpentier de marine Sasha
shipwright scott|Charpentier de marine Scott
shipwright seb|Charpentier de marine Seb
shipwright sennia|Charpentier de marine Sennia
shipwright seth|Charpentier de marine Seth
shipwright sigrun|Charpentier de marine Sigrun
shipwright silas|Charpentier Silas
shipwright silrien|Charpentier Silrien
shipwright sophie|Charpentier Sophie
shipwright soraya|Charpentier Soraya
shipwright sornik|Charpentier Sornik
shipwright spencer|Charpentier Spencer
shipwright steve|Charpentier Steve
shipwright sylvia|Charpentier Sylvia
shipyard engineer|Ingénieur de chantier naval
shipyard worker|Ouvrier du chantier naval
shiratti the custodian|Shiratti le gardien
shockwave colossus|Colosse Shockwave
shop assistant|Vendeur
shop keeper|Commerçant
shopkeeper|Commerçant
shura|Shura
siamun|Siamun
sian|Sian
sid|Sid
siegfried erkle|Siegfried Erkle
sigbert the adventurer|Sigbert l'aventurier
sigismund|Sigismund
sigli|Sigli
sigli the huntsman|Sigli le chasseur
sigmund|Sigmund
sigmund and zanik|Sigmund et Zanik
sigmund the merchant|Sigmund le marchand
signy|Signy
sigurd|Sigurd
sil'as dahcsnu|Sil'as Dahcsnu
silia|Silia
silif|Silif
silk merchant|Marchand de soie
silk trader|Négociant en soie
silver cog director|Directeur de Silver Cog
silver cog secretary|Secrétaire de Silver Cog
silver merchant|Marchand d'argent
silver ore|Minerai d'argent
simon|Simon
simon templeton|Simon Templeton
simona|Simona
sin seer|Voyante du péché
sinclair guard dog|Chien de garde Sinclair
sinco doar|Sinco Doar
sinister stranger|Étranger sinistre
sir amik varze|Sir Amik Varze
sir bedivere|Sir Bedivere
sir burrus|Sir Burrus
sir carl|Sir Carl
sir gawain|Sir Gawain
sir harry|Sir Harry
sir jerro|Sir Jerro
sir kay|Sir Kay
sir kuam ferentse|Sir Kuam Ferentse
sir lancelot|Sir Lancelot
sir leye|Sir Leye
sir lucan|Sir Lucan
sir mordred|Sir Mordred
sir palomedes|Sir Palomedes
sir pear visor|Sir Pear Visor
sir pelleas|Sir Pelleas
sir percival|Sir Percival
sir prysin|Sir Prysin
sir rebral|Sir Rebral
sir ren itchood|Sir Ren Itchood
sir renitee|Sir Renitee
sir spishyus|Sir Spishyus
sir tiffy cashien|Sir Tiffy Cashien
sir tinley|Sir Tinley
sir tristram|Sir Tristram
sir vyvin|Sir Vyvin
siren|Sirène
sirsal banker|Sirsal Banker
sister aseret|Sœur Aseret
sister naoj|Sœur Naoj
sister salohcin|Sœur Salohcin
sister scarophia|Sœur Scarophia
sister senga|Sœur Senga
sister sevi|Sœur Sevi
sister soul jar|Sœur Soul Jar
sister toen|Sœur Toen
sister yram|Sœur Yram
sithaph|Sithaph
sithik ints|Sithik Ints
skavid|Skavid
skeletal miner|Mineur squelettique
skeletal mystic|Mystique squelettique
skeletal thrall|Esclave squelettique
skeletal wyvern|Wyvern squelettique
skeleton|Squelette
skeleton brute|Squelette brute
skeleton champion|Champion squelette
skeleton fremennik|Squelette fremennik Levele 40
skeleton guard|Squelette garde
skeleton heavy|Squelette lourd
skeleton hellhound|Chien de l'enfer squelette
skeleton hero|Squelette héros
skeleton mage|Mage squelette
skeleton outfit|Tenue de squelette
skeleton thug|Squelette voyou
skeleton warlord|Squelette chef de guerre
skippy|Skippy
skoblin|Skoblin
skogre|Skogre
skotizo|Skotizo
skotos|Skotos
skrach uglogwee|Skrach Uglogwee
skraeling|Skraeling
skulgrimen|Skulgrimen
skuli myrka|Skuli Myrka
skullball|Skullball
skullball boss|Skullball Boss
skullball trainer|Skullball Trainer
skully|Skully
skylark|Skylark
slagilith|Slagilith
slash bash|Slash Bash
slave|Esclave
sleeping monkey|Singe endormi
sleepwalker|Somnambule
sleve mcdichael|Sleve McDichael Levele 1
slieve|Slieve
slim louie|Slim Louie
slippers|Pantoufles
sliske|Sliske tenant une lanterne
sloane|Sloane
slug hemligssen|Limace Hemligssen
slug prince|Prince limace
small lizard|Petit lézard
small ninja monkey|Petit singe ninja
small scarab|Petit scarabée
small zombie monkey|Petit singe zombie
smart-looking dog|Chien intelligent
smellytoes|Smellytoes
smiddi ryak|Smiddi Ryak
smith|Smith
smithing apprentice|Apprenti forgeron
smithing catalyst|Catalyseur de forge
smoggy|Smoggy
smoke devil|Diable de fumée
smoke totem|Totem de fumée
smokedevil|Smokedevil
smokin' joe|Smokin' Joe
smol heredit|Smol heredit
smolcano|Smolcano
snail display|Écrin d'escargot
snailfeet|Pattes d'escargot
snake|Serpent
snake spirit|Esprit serpent
snakeling|Snakeling
sneaky undead fowl|Volaille morte-vivante sournoise
snothead|Snothead
snow|Neige
snowball|Boule de neige
snowball champion|Champion de la boule de neige
snowflake|Flocon de neige
snowman|Bonhomme de neige
snowy knight|Chevalier des neiges
soar leader pitri|Soar Leader Pitri
sofiya|Sofiya
sol heredit|Sol Heredit
soldier|Soldat
soldier scarab|Soldat Scarab
solihib|Solihib
solus dellagar|Solus Dellagar
solztun|Solztun
sonalo|Sonalo
sophanem guard|Garde Sophanem Levele 1
sophia hughes|Sophia Hughes Levele Évadée
sorceress|Sorcière
sorebones|Sorebones Levele Tablier
sorin|Sorin Levele Normal
sorrn|Sorrn
sotetseg|Sotetseg
soulless|Sans âme
soup|Soupe
sourhog|Sourhog
spang|Spang
spawn|Spawn
spawn of sarachnis|Spawn de Sarachnis
spawn sharhai|Spawn sharhai
spectator|Spectateur
speedy keith|Speedy Keith
spencer brentwood|Spencer Brentwood
sphinx|Sphinx
spice merchant|Marchand d'épices
spice seller|Vendeur d'épices
spider|Araignée
spidey dog|Chien araignée
spidine|Spidine
spike|Spike
spiked turoth|Turoth à pointes
spin blades|Lames tournantes
spindel|Spindel
spindel's spiderling|Araignée de Spindel
spined kraken|Kraken à pointes
spined larupia|Larupia à pointes
spinner|Filateur
spinolyp|Spinolyp
spirit angler|Pêcheur spirituel
spirit of scorpius|Esprit de Scorpius
spirit of zadimus|Esprit de Zadimus
spirit pool|Réserve d'esprits
spiritual mage|Mage spirituel
spiritual ranger|Ranger spirituel
spiritual warrior|Guerrier spirituel
spit goblin|Gobelin cracheur
spitting scarab|Scarabée cracheur
spitting wyvern|Wyvern cracheur
splatter|Éclaboussure
spooky chair|Chaise effrayante
spooky dog|Chien effrayant
spotted kebbit|Kebbit tacheté
spotted rae|Rae tacheté
spotter virginia|Spotter Virginia
spria|Spria
spring elemental|Élémentaire du printemps
squire|Écuyer
squirrel|Écureuil
squirrel friend|Ami écureuil
squirrel monkey|Singe écureuil
sraracha|Sraracha
stag|Cerf
stanford|Stanford
stankers|Stankers
star sprite|Star Sprite
starflower|Starflower
starlight|Starlight
starved horror|Horreur affamée
steel dragon|Dragon d'acier
steve|Steve
stick|Bâton
stingray|Raie
stone guardian|Gardien de pierre
stonemason|Maçon
stool|Tabouret
storm cloud|Nuage d'orage
stradius|Stradius
strange bush|Buisson étrange
strange creature|Créature étrange
strange device|Appareil étrange
strange old man|Vieil homme étrange
strange plant|Plante étrange
strange watcher|Observateur étrange
stranger|Étranger
strangled|Étranglé
strangled bear|Ours étranglé
strangled boar|Sanglier étranglé
strangled lynx|Lynx étranglé
straven|Straven
stray dog|Chien errant
street urchin|Gamin des rues
strisath|Strisath
strolgrum|Strolgrum
strong barrier|Barrière solide
strong catalytic guardian|Gardien catalytique solide
strong elemental guardian|Gardien élémentaire solide
strong ronny|Ronny solide
strong warrior|Guerrier solide
strong winds|Vents violents
strongbones|Strongbones
student|Étudiant
stuliette|Stuliette
stumpy|Stumpy
stunted demonic gorilla|Gorille démoniaque rabougri
styrmir|Styrmir
sue|Sue
suit of armour|Armure
sulisal|Sulisal
sulphur lizard|Lézard sulfureux
sulphur nagua|Nagua sulfureux
summer elemental|Élémentaire d'été
summoned soul|Âme invoquée
summoned zombie|Zombie invoqué
sunbeam skink|Scincidé de soleil
sune|Sune
sunlight antelope|Antilope de lumière
sunlight moth|Papillon de lumière
superior ghostly thrall|Esclave fantomatique supérieur
superior skeletal thrall|Esclave squelettique supérieur
superior zombified thrall|Esclave zombifié supérieur
supervisor lalo|Superviseur Lalo
supporting pillar|Pilier de soutien
supreme commander|Commandant suprême
suqah|Suqah
surgeon general tafani|Chirurgien général Tafani
surma|Surma
surok magis|Surok Magis
survival expert|Expert en survie Levele 2020 Tutoriel
suspect|Suspect Levele 1
suspicious crate|Caisse suspecte
suspicious outsider|Étranger suspect
suspicious shell|Coquille suspecte
suzie|Suzie
svetlana|Svetlana
svidi|Svidi
swamp crab|Crabe des marais Levele 139
swamp creature|Créature des marais
swamp frog|Grenouille des marais
swamp lizard|Lézard des marais
swamp priest|Prêtre des marais
swamp snake|Serpent des marais
swamp toad|Crapaud des marais Levele 139
swan|Cygne
swarm|Essaim
sweeper|Balayeur
swensen the navigator|Swensen le Navigateur
swordchick|Swordchick
sylas|Sylas
sylvia|Sylvia
taala|Taala
tabbitha|Tabbitha
tail|Queue
taiman|Taiman
talia|Talia
taloned wyvern|Wyvern à griffes
tamayu|Tamayu
tamble|Tamble
tanglefoot|Tanglefoot
tangleroot|Tangleroot
tanner|Tanner
tanya|Tanya
tapir|Tapir
tapir calf|Bébé tapir
tar monster|Monstre de goudron
tarfol quo maten|Tarfol quo Maten
target|Cible
taria|Taria
tarik|Tarik
tarn|Tarn
tarquin|Tarquin
tassie slipcast|Tassie Slipcast
tati|Tati
tatie|Tatie
tau|Tau
taxidermist|Taxidermiste
taylor|Taylor
tayten|Tayten
taz|Taz
tea seller|Tea Seller
teacher and pupil|Enseignant et élève
techichi|Techichi
tecu salamander|Tecu salamander
ted rehnison|Ted Rehnison
tegdak|Tegdak
tegid|Tegid
teicuh|Teicuh
tekton|Tekton
telekinetic guardian|Gardien télékinésique
temple guardian|Gardien du temple
temple spider|Araignée du temple
tempoross|Tempoross
tenoch|Tenoch
tentacle|Tentacule
tenzing|Tenzing
teodor|Teodor
tern|Sterne
terror dog|Chien terrifiant
terror dog statue|Statue de chien terrifiant
terrorbird|Oiseau terrifiant
terrorbird display|Exposition oiseau terrifiant
terrorbird guard 21|Garde oiseau terrifiant 21
terrorbird guard 72|Garde oiseau terrifiant 72
terrorchick gnome|Gnome oiseau de terreur
terry balando|Terry Balando
tetra|Tetra
teumo|Teumo
thaerisk|Thaerisk Levele Début de quête
thakkrad sigmundson|Thakkrad Sigmundson Levele Cinématique
the 'wedge'|Le « Coin »
the beast|La Bête
the collector|Le Collectionneur
the disappointing gelt|Le Gelt décevant
the draugen|Le Draugen
the everlasting|L'Éternel
the face|Le Visage
the fisher king|Le Roi pêcheur
the forsaken assassin|L'Assassin abandonné
the great guardian|Le Grand Gardien
the hueycoatl|Le Hueycoatl
the illusive|L'Illusoire
the inadequacy|L'Inadéquation
the jormungand|Le Jormungand
the kendal|Le Kendal
the lady of the lake|La Dame du lac
the leviathan|Le Léviathan
the leviathan?|Le Léviathan ?
the maiden of sugadinti|La Jeune fille de Sugadinti
the mimic|Le mime
the monkey's aunt|La tante du singe
the monkey's uncle|L'oncle du singe
the mouth of clarence|La bouche de Clarence
the nightmare|Le cauchemar
the rocks|Les rochers
the sage|Le sage
the shaikahan|Le Shaikahan
the untouchable|L'Intouchable
the whisperer|Le Chuchoteur
theodore paxton|Théodore Paxton
thermonuclear smoke devil|Diable de fumée thermonucléaire
thessalia|Thessalia
thias leacke|Thias Leacke
thidrolda|Thidrolda
thief|Voleur
thigo|Thigo
thing under the bed|Chose sous le lit
thingol|Thingol
third age mage|Mage du Troisième Âge
third age ranger|Ranger du Troisième Âge
third age warrior|Guerrier du Troisième Âge
thirus|Thirus
thistle|Chardon
thomas|Thomas
thomdril|Thomdril
thora|Thora
thora the barkeep|Thora la barmaid
thordur|Thordur
thorgel|Thorgel
thorhild|Thorhild
thorkel silkbeard|Thorkel Silkbeard
thormac|Thormac
thorodin|Thorodin
