Hello?|Allô ?
Duke Rabbacio takes the fake egg off you and swaps it with the real one.|Le duc Rabbacio te prend le faux œuf et le remplace par le vrai.
I'm glad we got that sorted, feel free to ensure it works properly.|Je suis content que ce soit réglé, n'hésite pas à vérifier que tout fonctionne correctement.
I'll uh, dispose of this one for you.|Je vais, euh, me débarrasser de celui-ci pour toi.
Wise one: Do I have to have broccoli with my carrots tonight?|Le sage : Est-ce que je dois manger des brocolis avec mes carottes ce soir ?
[chosen negative option]|[option négative choisie]
Yes! Just what I wanted to hear, thank you for your help.|Oui ! C'est exactement ce que je voulais entendre, merci pour ton aide.
I will let you ask but one question to the great supreme.|Je vous autorise à poser une seule question au grand suprême.
Oh, ghee thanks, I'm not sure what to ask, maybe...|Oh, merci beaucoup, je ne sais pas trop quoi demander, peut-être...
Egg: Should rabbits keep jumping through the strange portal that no one knows where it leads to?|Œuf : Les lapins devraient-ils continuer à sauter à travers cet étrange portail dont personne ne sait où il mène ?
Well, that settles it, I'll send the order for all rabbits to cease jumping through the portal at once.|Eh bien, cela règle la question, je vais envoyer l'ordre à tous les lapins de cesser immédiatement de sauter à travers le portail.
You may leave me, keep that fake egg and dispose of it.|Vous pouvez me laisser, gardez ce faux œuf et jetez-le.
I'll also let everyone know you're a good rabbit, so if they need a paw, don't hesitate to help out.|Je ferai également savoir à tout le monde que vous êtes un bon lapin, donc s'ils ont besoin d'un coup de patte, n'hésitez pas à les aider.
Great! I should return to Gelt to let him know what has happened.|Super ! Je devrais retourner voir Gelt pour lui faire part de ce qui s'est passé.
Leave me, I have many questions to ask the mythical one.|Laissez-moi, j'ai beaucoup de questions à poser au mythique.
The Duke brushes you off, returning his focus to the egg.|Le duc vous ignore et se concentre à nouveau sur l'œuf.
What are you doing?! Step away from it.|Que faites-vous ? Éloignez-vous de lui.
Sorry Duke...|Désolé, duc...
Big Egg, will I ever...|Grand œuf, est-ce que je vais jamais...
None can talk to it except me!|Personne ne peut lui parler à part moi !
v|v
t|t
e|e
The Disappointing Gelt|Le décevant Gelt
Guard|Garde
Paws|Pattes
Duke Rabbacio|Duc Rabbacio
Magic Egg|Œuf magique
Rabbit|Lapin
Bartender|Barman
Farmer Maggot|Fermier Maggot
Father Buckerek|Père Buckerek
Rabbit Chef|Chef cuisinier lapin
Restless Goat|Chèvre agitée
Rid|Rid
Shop keeper|Commerçant
Broken egg|Œuf cassé
Conch shell|Coquille de conque
Unpainted fake magic egg|Faux œuf magique non peint
Painted fake magic egg|Faux œuf magique peint
Broken goat horn|Corne de chèvre cassée
Carrot|Carotte
Cake|Gâteau
Carrot sword|Épée en carotte
Magic egg ball|Boule d'œuf magique
'24-carat' sword|Épée « 24 carats »
Transcript|Transcription
Dummy portal|Portail factice
Bunbridge|Bunbridge
Bunbridge General Store|Magasin général de Bunbridge
Rabbit Realm|Royaume des lapins
Paint buckets|Seaux de peinture
What is it, human? I'm working.|Qu'y a-t-il, humain ? Je travaille.
How do I use the furnace?|Comment utiliser le fourneau ?
Put your ore on the conveyor belt to get it smelted. We'll stoke the boiler and operate the rest of the machinery for you.|Place ton minerai sur le tapis roulant pour le faire fondre. Nous alimenterons la chaudière et ferons fonctionner le reste des machines pour toi.
You'll have to help repair the furnace whenever a pipe blows, though. Just hit it with a hammer - that usually works.|Tu devras toutefois aider à réparer le fourneau chaque fois qu'un tuyau éclatera. Il suffit de le frapper avec un marteau, cela fonctionne généralement.
You'll have to put money in the coffer to pay for our services. We charge 72,000 coins per hour; money is deducted as long as you're in this room with us.|Tu devras mettre de l'argent dans le coffre pour payer nos services. Nous facturons 72 000 pièces par heure ; l'argent est déduit tant que tu restes dans cette pièce avec nous.
Gosh, you're a remarkably big dwarf.|Bon sang, tu es un nain remarquablement grand.
My brothers and I have a rare genetic condition affecting our growth. Rather than treating us as freaks, you might like to appreciate how useful it is that we can operate the machinery.|Mes frères et moi souffrons d'une maladie génétique rare qui affecte notre croissance. Plutôt que de nous traiter comme des monstres, tu devrais apprécier à quel point il est utile que nous puissions faire fonctionner les machines.
That's ok, human. You're not the first to comment on it. Now, did you need anything? I've got work to do here.|Ce n'est pas grave, humain. Vous n'êtes pas le premier à faire cette remarque. Bon, vous aviez besoin de quelque chose ? J'ai du travail à faire ici.
I'll let you get on with it.|Je vous laisse vous y mettre.
Are you sure you're really a dwarf?|Vous êtes sûr d'être vraiment un nain ?...
... look, do you want help with something, or did you just come here to be rude? I've got work to do.|Écoutez, vous avez besoin d'aide ou vous êtes juste venu ici pour être impoli ? J'ai du travail à faire.
I'll let you get on with it.|Je te laisse continuer.
2 Other people's Dunce|2 Les idiots des autres
4 Falador Party Room|4 Salle de fête de Falador
Hey, [player name], the teacher wants you to come to school for a test.|Hé, [nom du joueur], le professeur veut que tu viennes à l'école pour passer un test.
Sure, I fancy an exam. Sure, I fancy an exam. Player is teleported to the Surprise Exam room.|Bien sûr, j'ai envie de passer un examen. Bien sûr, j'ai envie de passer un examen. Le joueur est téléporté dans la salle d'examen surprise.
Sure, I fancy an exam.|Bien sûr, j'ai envie de passer un examen.
Player is teleported to the Surprise Exam room.|Le joueur est téléporté dans la salle d'examen surprise.
I don't want to.|Je ne veux pas.
Nope, you're not the one the teacher wanted me to find!|Non, ce n'est pas toi que le professeur voulait que je trouve !
Upon spawning in for the player: Surprise exam, [player name]!|Lorsque le joueur apparaît : Examen surprise, [nom du joueur] !
Surprise exam, [player name]!|Examen surprise, [nom du joueur] !
Come to school, [player name]!|Viens à l'école, [nom du joueur] !
You're getting tested, [player name]!|Tu vas passer un test, [nom du joueur] !
The teacher wants you, [player name]!|Le professeur te demande, [nom du joueur] !
The teacher wants you, [player name]!|Le professeur veut te voir, [nom du joueur] !
Teacher gets angry when he's kept waiting, [player name]!|Le professeur se fâche quand on le fait attendre, [nom du joueur] !
Star yet?|Une étoile déjà ?
Yes, yes you are.|Oui, oui, c'est bien ça.
STAR!|ÉTOILE !
Well, if it isn't our very own sledder! What can I do for you today?|Mais, mais c'est notre lugeur préféré ! Que puis-je faire pour toi aujourd'hui ?
Can I have another law talisman?|Puis-je avoir un autre talisman de la loi ?
Well, I've got one here you can have for 1,000 coins if you'd like it?|Eh bien, j'en ai un ici que tu peux avoir pour 1 000 pièces si tu veux ?
Yes, I'll take it.|Oui, je le prends.
Looks like you don't have enough money to afford it just now, come back when you do.|On dirait que tu n'as pas assez d'argent pour te le permettre pour le moment, reviens quand tu en auras.
Looks like you don't have any room to carry it just now, come back when you do.|On dirait que tu n'as pas de place pour le transporter pour le moment, reviens quand tu en auras.
You hand over the coins... and receive a law talisman.|Tu remets les pièces... et reçois un talisman de la loi.
No thanks...|Non merci...
Can you put some spikes on my Climbing boots?|Pouvez-vous mettre des crampons sur mes chaussures d'escalade ?
For you, no problem.|Pour vous, pas de problème.
Do you realise that you can only use the Climbing boots right now? The Spiked boots can only be used in the Icelands but no ones [ sic ] been able to get there for years!|Vous réalisez que vous ne pouvez utiliser que les chaussures d'escalade pour l'instant ? Les chaussures à crampons ne peuvent être utilisées qu'en Islande, mais personne n'a pu s'y rendre depuis des années !
Yes, but I still want them.|Oui, mais je les veux quand même.
Sorry, I'll need an Iron [ sic ] bar to make the spikes.|Désolé, j'aurai besoin d'une barre de fer pour fabriquer les crampons.
Anything else before I get on with my work?|Autre chose avant que je me mette au travail ?
Oh OK, I'll leave them thanks.|Oh, d'accord, je les laisse, merci.
Can you make me another sled?|Pouvez-vous me fabriquer un autre traîneau ?
Yeah sure, have you got the maple or yew logs, an iron bar and some rope?|Oui, bien sûr, avez-vous des bûches d'érable ou d'if, une barre de fer et de la corde ?
No, I haven't got everything yet.|Non, je n'ai pas encore tout.
Well, unfortunately I can't make the sled without all the materials.|Eh bien, malheureusement, je ne peux pas fabriquer le traîneau sans tous les matériaux.
What do I need for the sled wax again?|De quoi ai-je besoin pour la cire du traîneau déjà ?
You will need some wax and some swamp tar.|Tu auras besoin de cire et de goudron de marais.
Where can I get wax from?|Où puis-je trouver de la cire ?
I don't know. I'm a smith! But maybe you should look for some bees.|Je ne sais pas. Je suis forgeron ! Mais tu devrais peut-être chercher des abeilles.
Where can I get swamp tar from?|Où puis-je trouver du goudron de marais ?
The swamp of course! It's south of Lumbridge.|Dans le marais, bien sûr ! Il se trouve au sud de Lumbridge.
What else do I need?|De quoi d'autre ai-je besoin ?
You will also need a cake tin to store the wax in.|Vous aurez également besoin d'un moule à gâteau pour conserver la cire.
Thank you, come again.|Merci, revenez quand vous voulez.
How is your son getting on?|Comment va votre fils ?
He is getting on fine! He has just been promoted to Sergeant! I'm really proud of him!|Il va très bien ! Il vient d'être promu sergent ! Je suis vraiment fier de lui !
I'm happy for you!|Je suis heureux pour vous !
Talk to Denulth, he can tell you all about it. Anything else before I get on with my work?|Parlez à Denulth, il pourra tout vous raconter. Autre chose avant que je me remette au travail ?
Is it OK if I use your anvil?|Puis-je utiliser votre enclume ?
So you're a smithy are you?|Vous êtes forgeron, c'est ça ?
I dabble.|Je m'y essaie.
A fellow smith is welcome to use my anvil!|Un collègue forgeron est le bienvenu pour utiliser mon enclume !
Dunstan has given you a challenge scroll!|Dunstan vous a donné un parchemin de défi !
Dunstan has given you another clue scroll!|Dunstan vous a donné un autre parchemin d'indice !
Duradel provides the corresponding Slayer task tip|Duradel vous donne le conseil correspondant à la tâche de chasseur.
You're still hunting [monster]; you have [amount] to go. Come back when you've finished your task.|Vous chassez toujours [monstre] ; il vous en reste [nombre] à tuer. Revenez quand vous aurez terminé votre tâche.
Tell me about your skillcape, please.|Parlez-moi de votre cape de compétence, s'il vous plaît.
This is a Slayer's Skillcape. Only a true Slayer master is permitted to wear one and in recognition of such an achievement, Slayer masters may be persuaded to allow you to select the same assignment in a row.|Il s'agit d'une cape de compétence de chasseur. Seuls les véritables maîtres chasseurs sont autorisés à en porter une et, en reconnaissance de cet exploit, les maîtres chasseurs peuvent être persuadés de vous permettre de choisir la même mission deux fois de suite.
You need more training before you earn that honour, though.|Vous devez toutefois vous entraîner davantage avant de mériter cet honneur.
May I buy a Slayer's Skillcape, please?|Puis-je acheter une cape de compétence de chasseur, s'il vous plaît ?
Well you have performed well as a student. I guess you have earned the right to wear such a prestigious cape now. The Slayer masters will recognize this cape and may offer you the same assignment twice in a row.|Vous avez bien travaillé en tant qu'élève. Je pense que vous avez désormais gagné le droit de porter cette cape prestigieuse. Les maîtres chasseurs reconnaîtront cette cape et pourraient vous proposer la même mission deux fois de suite.
That will be 99000 coins, please.|Cela fera 99 000 pièces, s'il vous plaît.
I've changed my mind; I don't want it.|J'ai changé d'avis, je n'en veux plus.
Okay. Well, if you change it back again, I will be waiting.|D'accord. Si vous changez à nouveau d'avis, je serai là pour vous.
Great, I've always wanted one!|Super, j'en ai toujours voulu une !
Good hunting, [player name].|Bonne chasse, [nom du joueur].
Er... Nothing... Er... Nothing...|Euh... Rien... Euh... Rien...
Frogburger! There's nothing like grilled frog in a bun. Do you want one? Only 10gp!|Burger de grenouille ! Rien ne vaut une grenouille grillée dans un petit pain. Vous en voulez un ? Seulement 10 pièces d'or !
There you go.|Voilà.
But I don't have enough money on me.|Mais je n'ai pas assez d'argent sur moi.
Burgers!|Burgers !
Hot frogburgers!|Burgers de grenouille chauds !
Frogburgers!|Burgers de grenouille !
Frog in a bun!|Grenouille dans un petit pain !
Tasty frogburgers!|De délicieux burgers de grenouille !
Don't think I've met you before. You here to buy?|Je ne crois pas vous avoir déjà rencontré. Vous êtes ici pour acheter ?
Buy what?|Acheter quoi ?
All sorts of things.|Toutes sortes de choses.
Why are you selling things in a cave?|Pourquoi vendez-vous des choses dans une grotte ?
A dwarf has to make a living.|Un nain doit bien gagner sa vie.
Are you not getting paid?|Vous n'êtes pas payé ?
To mine? Of course. Still, no harm in having multiple sources of income, is there?|Pour creuser ? Bien sûr. Mais il n'y a pas de mal à avoir plusieurs sources de revenus, n'est-ce pas ?
I guess not.|Je suppose que non.
Exactly. So, what are you buying?|Exactement. Alors, qu'achetez-vous ?
Where do you get the things that you sell?|Où trouvez-vous les choses que vous vendez ?
What are you selling? What are you selling? Durrik: See for yourself.|Que vendez-vous ? Que vendez-vous ? Durrik : Voyez par vous-même.
See for yourself.|Voyez par vous-même.
Does it matter?|Est-ce important ?
I'm just curious.|Je suis juste curieux.
Well, I have my methods.|Eh bien, j'ai mes méthodes.
That's not much of an answer.|Ce n'est pas vraiment une réponse.
That's the way around here.|C'est comme ça ici.
Does it have to mean anything?|Est-ce que ça doit avoir un sens ?
Well... yes. Otherwise why would you have said it?|Eh bien... oui. Sinon, pourquoi l'auriez-vous dit ?
Alright then, riddle me this: Why are we here?|Très bien, alors posez-moi cette énigme : pourquoi sommes-nous ici ?
Is that some sort of existential question, or...?|Est-ce une question existentielle, ou... ?
I suppose it could be, but I was specifically referring to this place. Why are we here?|Je suppose que ça pourrait l'être, mais je faisais spécifiquement référence à cet endroit. Pourquoi sommes-nous ici ?
To mine?|Pour exploiter la mine ?
For?|Pour quoi ?
Ore?|Le minerai ?
So they say. Plenty of ore elsewhere though.|C'est ce qu'on dit. Mais il y a beaucoup de minerai ailleurs.
If you're not here for ore, then why are you here?|Si vous n'êtes pas ici pour le minerai, alors pourquoi êtes-vous ici ?
Ah, but I can't answer that. Besides, even if I could, it would ruin the riddle. You'll just have to keep pondering it for yourself. Now, what are you buying?|Ah, mais je ne peux pas répondre à ça. De plus, même si je le pouvais, ça gâcherait l'énigme. Tu devras continuer à y réfléchir par toi-même. Bon, qu'est-ce que tu achètes ?
Eyup. Not too often we get visitors down here.|Oui. On n'a pas souvent de visiteurs ici.
Beats me. All I know is, there's dust devils in here, and I'm here to make sure only people with permission can kill 'em.|Je n'en sais rien. Tout ce que je sais, c'est qu'il y a des tourbillons de poussière ici, et je suis là pour m'assurer que seules les personnes autorisées peuvent les tuer.
Can I kill them?|Je peux les tuer ?
You got a Slayer task for it, so sure, be my guest.|Tu as une mission de Slayer pour ça, alors oui, vas-y.
Not without a Slayer task. Go talk to a Slayer Master about it.|Pas sans une mission de Tueuse. Va en parler à un Maître des Tueuses.
The name's Dusty Aliv. I guard this place for the Slayer Masters.|Je m'appelle Dusty Aliv. Je garde cet endroit pour les maîtres chasseurs.
That doesn't sound like a great job.|Ça n'a pas l'air d'être un travail très intéressant.
Eh, it has its perks. Plus it beats flying around Gielinor after numbskulls like you trying to deliver mail like some people I know.|Eh, ça a ses avantages. En plus, c'est mieux que de parcourir Gielinor à la recherche d'imbéciles comme vous pour livrer du courrier, comme certaines personnes que je connais.
Nice sword.|Jolie épée.
Thanks. Probably shouldn't tell you about the previous owner though.|Merci. Je ne devrais probablement pas te parler de son ancien propriétaire.
What happened to them?|Que lui est-il arrivé ?
Let's just say the heat got to them.|Disons simplement que la chaleur lui a été fatale.
See ya.|À plus tard.
Oi! Only people with a Slayer task can slay in here!|Hé ! Seules les personnes ayant une quête de chasseur peuvent chasser ici !
Hello. What do you do here?|Bonjour. Que fais-tu ici ?
I'm Dusuri. I specialise in unique minerals that can't be found on Gielinor.|Je m'appelle Dusuri. Je suis spécialisé dans les minéraux uniques que l'on ne trouve pas sur Gielinor.
Can't be found on Gielinor? Where do they come from then?|On ne les trouve pas sur Gielinor ? D'où viennent-ils alors ?
To be honest, we don't fully know. All we know is that they can be found within shooting stars.|Pour être honnête, nous ne le savons pas vraiment. Tout ce que nous savons, c'est qu'on les trouve dans les étoiles filantes.
Shooting stars?|Les étoiles filantes ?
That's right. They fall from the sky from time to time. They can be mined for the unique minerals that I specialise in.|C'est exact. Elles tombent du ciel de temps en temps. On peut les extraire pour obtenir les minéraux uniques dont je m'occupe.
If you ever come across one, I'd be happy to trade you for any stardust you find.|Si jamais vous en trouvez une, je serais ravi de vous échanger la poussière d'étoile que vous aurez trouvée.
Dusuri gains a 'Trade' right-click option|Dusuri obtient une option « Échanger » accessible par un clic droit.
I'll bear that in mind.|Je m'en souviendrai.
Oh yes. I've seen those before.|Ah oui, j'en ai déjà vu.
Wonderful. If you ever get any stardust from them, I'd be happy to trade you for it.|Merveilleux. Si jamais vous obtenez de la poussière d'étoile, je serais ravi de vous l'échanger.
I have some here. Can we trade?|J'en ai ici. Pouvons-nous échanger ?
Not now, I'm afraid. Maybe another time.|Pas maintenant, j'en ai peur. Peut-être une autre fois.
Can we trade? Can we trade? On free-to-play worlds: Dusuri: Not now, I'm afraid. Maybe another time. (Members-only notice opens) On members worlds: Dusuri: Of course.|Pouvons-nous échanger ? Pouvons-nous échanger ? Sur les mondes gratuits : Dusuri : Pas maintenant, j'en ai peur. Peut-être une autre fois. (Une notification réservée aux membres s'ouvre.) Sur les mondes réservés aux membres : Dusuri : Bien sûr.
Can we trade?|Pouvons-nous échanger ?
On free-to-play worlds: Not now, I'm afraid. Maybe another time.|Dans les mondes gratuits : Pas maintenant, j'en ai peur. Peut-être une autre fois.
On members worlds: Of course.|Dans les mondes réservés aux membres : Bien sûr.
What do you sell?|Que vendez-vous ?
I have packs of gems and soft clay if they take your fancy. I also have some interesting star fragments that seem to be able to recolour certain metals.|J'ai des paquets de pierres précieuses et d'argile molle, si cela vous intéresse. J'ai également des fragments d'étoiles intéressants qui semblent pouvoir recolorer certains métaux.
Most notably, I have a unique ring that we found embedded within a star once. It seems to have magical properties that we don't fully understand. What we do know is that it can improve your skill while mining.|J'ai notamment une bague unique que nous avons trouvée incrustée dans une étoile. Elle semble avoir des propriétés magiques que nous ne comprenons pas entièrement. Ce que nous savons, c'est qu'elle peut améliorer vos compétences en minage.
What can you tell me about shooting stars?|Que pouvez-vous me dire sur les étoiles filantes ?
Not a lot really. All I know is that they fall from the sky from time to time and that you can mine them.|Pas grand-chose, en réalité. Tout ce que je sais, c'est qu'elles tombent du ciel de temps en temps et qu'on peut les extraire.
If you want to know more, there's an observatory near Ardougne that you might want to visit. They've done some research into them.|Si vous voulez en savoir plus, il y a un observatoire près d'Ardougne que vous pourriez visiter. Ils ont fait des recherches à leur sujet.
Can't stop to talk. I have work to do.|Je ne peux pas m'arrêter pour discuter. J'ai du travail à faire.
Here to do some mining? You're in the right place if so.|Vous êtes ici pour faire de l'exploitation minière ? Si c'est le cas, vous êtes au bon endroit.
Hello, human. I can't talk right now I'm afraid. I have things to do.|Bonjour, humain. Je ne peux pas parler pour le moment, j'ai des choses à faire.
Yes please, what are you selling?|Oui, s'il vous plaît, que vendez-vous ?
Yeah...whada you want?|Oui... qu'est-ce que vous voulez ?
I'm nobody you need to worry about...who are you? Why are you asking so many questions? Are you with the Varrock guards?|Je ne suis personne dont vous devez vous soucier... qui êtes-vous ? Pourquoi posez-vous autant de questions ? Êtes-vous avec les gardes de Varrock ?
What're you doing here?|Que faites-vous ici ?
Well, as if it's any of your business, I'm an associate of Hammerspike. He's a great dwarf you know. You could learn a lot from a dwarf like him.|Eh bien, si ça peut vous intéresser, je suis un associé de Hammerspike. C'est un nain formidable, vous savez. Vous pourriez apprendre beaucoup d'un nain comme lui.
Who do you work for?|Pour qui travailles-tu ?
I have an ongoing contract with Hammerspike, when he gives the word, the hammer starts flying.|J'ai un contrat en cours avec Hammerspike, quand il donne l'ordre, le marteau commence à voler.
I'm an adventurer.|Je suis un aventurier.
Really? How interesting...|Vraiment ? Comme c'est intéressant...
Not too bad, thanks. How about you?|Pas trop mal, merci. Et toi ?
I'm good, thank you.|Je vais bien, merci.
Sorry, but I have work to do right now.|Désolé, mais j'ai du travail à faire pour le moment.
Hello there! I'm very well, thank you.|Bonjour ! Je vais très bien, merci.
Sorry, I'm busy right now.|Désolé, je suis occupé pour le moment.
Welcome to the Mining Guild. Can I help you with anything?|Bienvenue à la guilde des mineurs. Puis-je vous aider ?
What have you got in the guild?|Qu'avez-vous dans la guilde ?
All sorts of things! There's plenty of coal rocks along with some iron, mithril and adamantite as well.|Toutes sortes de choses ! Il y a beaucoup de roches de charbon, ainsi que du fer, du mithril et de l'adamantite.
Deeper in the guild you'll find even more rocks including some runite! The best bit though is our amethyst mine, the only one in the land!|Plus profondément dans la guilde, vous trouverez encore plus de roches, y compris de la runite ! Mais le meilleur, c'est notre mine d'améthyste, la seule du pays !
There's no better mining site anywhere!|Il n'y a pas de meilleur site minier ailleurs !
What do you dwarves do with the ore you mind?|Que faites-vous du minerai que vous extrayez ?
What do you think? We smelt it into bars, smith the metal to make armour and weapons, then we exchange them for goods and services.|À votre avis ? Nous le fondons en lingots, nous forgeons le métal pour fabriquer des armures et des armes, puis nous les échangeons contre des biens et des services.
I don't see many dwarves selling armour or weapons here.|Je ne vois pas beaucoup de nains vendre des armures ou des armes ici.
No, this is only a mining outpost. We dwarves don't much like to settle in human cities. Most of the ore is carted off to Keldagrim, the great dwarven city. They've got a special blast furnace up there - it makes|Non, ce n'est qu'un avant-poste minier. Nous, les nains, n'aimons pas beaucoup nous installer dans les villes humaines. La plupart du minerai est transporté à Keldagrim, la grande cité naine. Ils ont un haut fourneau spécial là-bas, ce qui facilite
smelting the ore so much easier. There are plenty of dwarven traders working in Keldagrim. Anyway, can I help you with anything else?|beaucoup la fonte du minerai. Il y a beaucoup de marchands nains qui travaillent à Keldagrim. Bon, puis-je vous aider pour autre chose ?
No thanks, I'm fine.|Non merci, ça va.
Sorry, but you're not experienced enough to go in there.|Désolé, mais vous n'avez pas assez d'expérience pour entrer là-dedans.
You need a Mining level of 60 to access the Mining Guild.|Il faut avoir un niveau de 60 en minage pour accéder à la guilde des mineurs.
What's through this door?|Qu'y a-t-il derrière cette porte ?
Nothing that you're allowed to see I'm afraid.|Rien que vous soyez autorisé à voir, j'en ai bien peur.
This leads deeper into the guild. Through here you'll find even more rocks including runite and amethyst!|Cela mène plus loin dans la guilde. Vous y trouverez encore plus de roches, notamment de la runite et de l'améthyste !
Of course. Go right ahead.|Bien sûr. Allez-y.
Sorry, but you're not allowed in there.|Désolé, mais vous n'êtes pas autorisé à entrer ici.
Hello there. Do you need anything?|Bonjour. Vous avez besoin de quelque chose ?
What's through this cave?|Qu'y a-t-il derrière cette grotte ?
This cave leads to the Mining Guild, home to the finest mining site around. Is there anything else I can help you with?|Cette grotte mène à la guilde des mineurs, qui abrite le meilleur site minier des environs. Puis-je vous aider pour autre chose ?
I hope the goblins are properly maintaining their stretch of track! I'd hate to see them spoil good Dwarven workmanship.|J'espère que les gobelins entretiennent correctement leur tronçon de voie ferrée ! Je détesterais les voir gâcher le bon travail des nains.
You're [player name], aren't you? It's a good job you did helping to get this train link open.|Vous êtes [nom du joueur], n'est-ce pas ? Vous avez fait du bon travail en aidant à ouvrir cette liaison ferroviaire.
Y'know, at first I didn't like the idea of visiting a goblin city, but these cave goblins are alright.|Au début, je n'aimais pas trop l'idée de visiter une ville gobeline, mais ces gobelins des cavernes sont sympas.
These goblins have so much more advanced technology than us. Take a look at their magical lights! We could never create something like them.|Ces gobelins ont une technologie bien plus avancée que la nôtre. Regardez leurs lumières magiques ! Nous ne pourrions jamais créer quelque chose de semblable.
Dorgesh-Kaan's very nice to visit, but I don't think I'd want to live there.|Dorgesh-Kaan est très agréable à visiter, mais je ne pense pas que j'aimerais y vivre.
Ho there, human!|Salut, humain !
Ho there, [player name]! Want to take a ride with me?|Salut, [nom du joueur] ! Tu veux faire un tour avec moi ?
Where are you going? Across the river?|Où vas-tu ? De l'autre côté de la rivière ?
No no, that's what the ferryman is for! I'm going to Keldagrim, my home!|Non, non, c'est pour ça qu'il y a le passeur ! Je vais à Keldagrim, chez moi !
How much will that cost me then?|Combien ça va me coûter ?
For a human like you, I can do it for free!|Pour un humain comme toi, je peux te faire la course gratuitement !
That's a deal!|Marché conclu !
Excellent! I'm just waiting for my ship to arrive and then we can go.|Excellent ! J'attends juste que mon bateau arrive, puis on pourra partir.
Mind, this trip could take a few minutes! Are you sure you're ready to go as well?|Attention, le trajet pourrait prendre quelques minutes ! Tu es sûr d'être prêt à partir ?
Start The Giant Dwarf quest?|Commencer la quête « Le nain géant » ?
Yes. Yes, I'm ready and don't mind it taking a few minutes. Dwarven Boatman: Well, let's not waste any more time then! The Giant Dwarf begins.|Oui. Oui, je suis prêt et cela ne me dérange pas que cela prenne quelques minutes. Batelier nain : Eh bien, ne perdons pas plus de temps alors ! Le nain géant commence.
Yes, I'm ready and don't mind it taking a few minutes.|Oui, je suis prêt et cela ne me dérange pas que cela prenne quelques minutes.
Well, let's not waste any more time then!|Eh bien, ne perdons pas plus de temps alors !
The Giant Dwarf begins.|Le nain géant commence.
No, I don't have time right now, I'll be back later.|Non, je n'ai pas le temps pour l'instant, je reviendrai plus tard.
Sure, sure! Come back when you need to!|Bien sûr, bien sûr ! Reviens quand tu en auras besoin !
I prefer the mines to the city.|Je préfère les mines à la ville.
Well, suit yourself then!|Eh bien, comme tu veux !
Hello again, [player name]! Want to go back to Keldagrim?|Bonjour à nouveau, [nom du joueur] ! Tu veux retourner à Keldagrim ?
Yes, please take me.|Oui, emmène-moi, s'il te plaît.
What, on your ship? No way.|Quoi, sur ton bateau ? Pas question.
Hey, it was only a little accident! Calm down!|Hé, ce n'était qu'un petit accident ! Calme-toi !
Want me to take you back to the mines?|Tu veux que je te ramène aux mines ?
What, on your ship? No thanks! I don't want to crash into any more things!|Quoi, sur ton bateau ? Non merci ! Je ne veux plus heurter quoi que ce soit !
Hey now, it was only a slight accident!|Hé, ce n'était qu'un petit accident !
A slight accident?? Thanks to you I have to rebuild this statue you so carelessly knocked over!|Un petit accident ? Grâce à toi, je dois reconstruire cette statue que tu as renversée par négligence !
A slight accident?? Have you any idea how much time I spent rebuilding that statue?|Un petit accident ? As-tu la moindre idée du temps que j'ai passé à reconstruire cette statue ?
Calm down, calm down! You got what you paid for the trip, didn't you?|Calme-toi, calme-toi ! Tu as reçu ton argent pour le voyage, n'est-ce pas ?
Do you have any gold ore that you want me to take to the bank in the city?|As-tu du minerai d'or que tu voudrais que j'apporte à la banque en ville ?
I don't have any, I'm afraid.|Je n'en ai pas, j'en ai bien peur.
Well, I have this one piece of ore...|Eh bien, j'ai ce morceau de minerai...
That wouldn't do you much good, I'm afraid. My minimum fee is one piece of gold ore, there wouldn't be anything left for you.|Je crains que cela ne te soit pas d'une grande utilité. Mon tarif minimum est d'un morceau de minerai d'or, il ne te resterait plus rien.
Yes, please take my gold to the city. I've got [number] pieces of ore right here.|Oui, veuillez apporter mon or à la ville. J'ai [nombre] morceaux de minerai ici.
Are you sure you have enough space in your bank account for that?|Êtes-vous sûr d'avoir assez d'espace dans votre compte bancaire pour cela ?
No, you're right actually, I don't.|Non, vous avez raison, je n'en ai pas assez.
Let's see, if I take that to the bank for you, I'd keep [number] for myself and bring [number] to the bank for you. Does that sound fair?|Voyons voir, si je l'apporte à la banque pour vous, je garderai [nombre] pour moi et j'apporterai [nombre] à la banque pour vous. Cela vous semble-t-il équitable ?
Yes, it does.|Oui, ça me va.
Excellent, it's been good doing business with you! I'll take these to the city with my next shipment.|Excellent, ce fut un plaisir de faire affaire avec vous ! J'emporterai ça en ville avec ma prochaine cargaison.
No, that's far too expensive for me.|Non, c'est beaucoup trop cher pour moi.
No, I'll hang on to these myself, thanks.|Non, je vais les garder pour moi, merci.
It all seems a bit expensive, really.|Tout ça me semble un peu cher, vraiment.
I don't know... it's just what Dondakan told me, if someone wanted me to ship their gold.|Je ne sais pas... c'est juste ce que Dondakan m'a dit, si quelqu'un voulait que je transporte son or.
There's plenty of gold coming from that rock now, surely you can lower the price somewhat?|Il y a beaucoup d'or qui provient de cette roche maintenant, vous pouvez sûrement baisser un peu le prix ?
Alright. Tell you what, I'll only keep [number] for myself and bring [number] ores to the bank for you. Deal?|D'accord. Écoutez, je ne garderai que [nombre] pour moi et j'apporterai [nombre] minerais à la banque pour vous. Ça vous va ?
Yes, much appreciated.|Oui, merci beaucoup.
Excellent, it's been good doing business with you!|Excellent, ce fut un plaisir de faire affaire avec vous !
